Source,Type,Target,Weight
Peter,undirected,Rasmus,2
Lars Lilholt,undirected,Rasmus,1
Jesus,undirected,Lars Lilholt,25
Jesu,undirected,Jesus,290
Abraham,undirected,Sarah,14
Abraham,undirected,Sara,121
Herren,undirected,Sara,3
Herren,undirected,Maria,60
Elisabeth,undirected,Maria,138
Elisabeth,undirected,Sara,12
Johannes Døberen,undirected,Sara,2
Johannes Døberen,undirected,Maria,18
Maria,undirected,Sara,90
Davids,undirected,Jesus,266
David,undirected,Davids,64
David,undirected,Matthæus,6
Jesus,undirected,Matthæus,498
Josef,undirected,Zakarias,1
Jesus,undirected,Zakarias,224
Djævelen,undirected,Jesus,773
Djævelen,undirected,Matthæus,3
Markus,undirected,Matthæus,54
Lukas,undirected,Markus,70
Jesus,undirected,Johannes Døberen,591
Djævelen,undirected,Herren,9
Jesus,undirected,Peters,475
Jesus,undirected,Menneskesønnen,275
David,undirected,Menneskesønnen,1
David,undirected,Jesus,253
Jesus,undirected,Simon,850
Jesus,undirected,Markus,543
Jesus,undirected,Lilholt,11
Grundtvig,undirected,Halfdan Rasmussen,2
Halfdan Rasmussen,undirected,Jesus,22
Halfdan Rasmussens,undirected,Jesus,10
Jesper,undirected,Steffen Brandt,2
Jesus,undirected,Steffen Brandt,19
Johannes,undirected,Peter,162
Johannes,undirected,Thomas,41
Jesus,undirected,Thomas,1153
Johan,undirected,Stein Bagger,1
Johan,undirected,Poul,1
Jesus,undirected,Poul,67
Filip,undirected,Jesus,270
Andreas,undirected,Filip,35
Andreas,undirected,Simon Peters,7
Jesus,undirected,Simon Peters,32
Jesus,undirected,Piet Hein,39
Johannes,undirected,Simon,59
Peter,undirected,Simon,110
Peters,undirected,Simon,7
Peter,undirected,Peters,319
Lukas,undirected,Møller,1
Jesus,undirected,Kim Larsen,33
Benny Andersen,undirected,Kim Larsen,2
Grundtvig,undirected,Lars Lilholt,2
Jesus,undirected,Marias,182
Maria,undirected,Marias,201
Marias,undirected,Martha,19
Jesus,undirected,Jomfru Maria,91
Johannes,undirected,Johannes Døber,50
Jesus,undirected,Rabbi,76
Andreas,undirected,Jesus,136
Andreas,undirected,Simon,24
Messias,undirected,Simon,2
Filip,undirected,Messias,2
Filip,undirected,Nathanael,52
Jesus,undirected,Nathanael,249
Nathanael,undirected,Philip Yancey,2
Menneskesønnen,undirected,Nathanael,4
Cranach,undirected,Luther,12
Cranach,undirected,Jesus,7
Jesus,undirected,Lazarus,1185
John,undirected,Lazarus,1
John,undirected,Nietzsche,1
Lazarus,undirected,Nietzsche,5
Jesus,undirected,Nietzsche,21
Lukas,undirected,Nietzsche,1
Lazarus,undirected,Søren Ulrik Thomsen,3
Peter,undirected,Søren Ulrik Thomsen,3
Lazarus,undirected,Peter,5
Lukas,undirected,Moses,13
Abrahams,undirected,Moses,19
Abrahams,undirected,Jesus,194
Farisæerne,undirected,Jesus,86
Adam,undirected,Djævelen,19
Djævelen,undirected,Eva,15
Eva,undirected,Jesus,206
Gud,undirected,Jesus,268
Adam,undirected,Gud,13
Jakob,undirected,Jesus,404
Kim,undirected,Theodor,3
H.C . Andersens,undirected,Theodor,1
H.C . Andersens,undirected,Jesus,18
Jesus,undirected,Theodor,11
Maria,undirected,Theodor,3
Jesus,undirected,Josef,570
Maria,undirected,Simeon,55
Anna,undirected,Simeon,241
Anna,undirected,Jesus,123
Jesus,undirected,Simeon,162
Jesus,undirected,Villads,9
Theodor,undirected,Villads,1
Jakob,undirected,Jakobs,87
Jakobs,undirected,Jesus,91
Jesus,undirected,Ole,54
Jesus,undirected,Mattæus,367
Jesus,undirected,Job,27
Paulus,undirected,Sand,4
Johannes,undirected,Osama Bin Laden,1
Obama,undirected,Osama Bin Laden,3
Jesus,undirected,Osama Bin Laden,20
Jesus,undirected,Satan,247
Jesus,undirected,Judas,813
Judas,undirected,Satan,4
Antikrist,undirected,Jesus,12
Antikrist,undirected,Grundtvig,1
Grundtvig,undirected,Kristus,41
Kristus,undirected,Paulus,292
Martin,undirected,Paulus,5
Jesus,undirected,Martin,46
Andres,undirected,Jesus,18
Jesus,undirected,Jonas,285
Jesus,undirected,Olsen,35
Andersen,undirected,Jesus,42
. Andersens,undirected,Andersen,6
Abel,undirected,Jesus,74
Barnet,undirected,Jesus,9
Barnet,undirected,Karl Ove Knausgaard,1
Jesus,undirected,Karl Ove Knausgaard,21
Jesus,undirected,Kristus,1588
Jesus,undirected,Tolderen,34
Farisæeren,undirected,Jesus,38
Farisæeren,undirected,Kristus,1
Elisabeth,undirected,Martin,1
Lukas,undirected,Paulus,51
Halfdan,undirected,Halfdan Rasmussen,5
Halfdan,undirected,Jesus,6
Halfdan,undirected,Lukas,1
Halfdan,undirected,Halfdan Rasmussens,3
Jacob,undirected,Jesus,47
Hansen,undirected,Jesus,29
Jesus,undirected,Niels,37
Albert Einstein,undirected,Jesus,10
Jesus,undirected,Søren Ulrik Thomsen,79
Martin A . Hansen,undirected,Paulus,5
Johannes,undirected,Martin A . Hansen,8
Elisa,undirected,Johannes,3
Johannes,undirected,Markus,37
Jesus,undirected,Mark Twain,30
Johannes,undirected,Mark Twain,4
Jesus Kristus,undirected,Johannes,147
Frans,undirected,Louise,1
Frans,undirected,Jesus,27
Jesus,undirected,Lise,25
Johannes,undirected,Lukas,129
Markus,undirected,Mattæus,40
Luther,undirected,Mattæus,1
Jakob,undirected,Luther,13
Josef,undirected,Marias,27
Ingrid,undirected,Maria,6
Henrik,undirected,Jesus,47
Henrik,undirected,Martin,1
Erik,undirected,Martin,1
Erik,undirected,Martin Luther King,1
Desmond Tutu,undirected,Martin Luther King,7
Jesus,undirected,Martin Luther King,31
Selma Lagerlöf,undirected,Selma Lagerlöfs,7
Jesus,undirected,Selma Lagerlöf,27
Jesus,undirected,Moses,1044
Maria,undirected,Moses,29
Maria,undirected,Salomo,4
Abraham,undirected,Maria,38
Abraham,undirected,Moses,83
Moses,undirected,Selma Lagerlöf,2
Lukas,undirected,Selma Lagerlöf,6
Josef,undirected,Lukas,37
Lukas,undirected,Selma Lagerlöfs,3
Jesus,undirected,Selma Lagerlöfs,7
Benny Andersens,undirected,Jesus,8
Benny Andersens,undirected,Bodil Jørgensen,1
Bodil Jørgensen,undirected,Josef,3
Jesus,undirected,Sisyfos,7
Jesus,undirected,Moren,29
Barack Obama,undirected,Moren,1
Barack Obama,undirected,Obama,3
Esajas,undirected,Obama,1
Djævelen,undirected,Paulus,25
Abrahams,undirected,Jakobs,26
Abraham,undirected,Jakobs,2
Abraham,undirected,Isak,151
Isak,undirected,Jakob,70
Farao,undirected,Jakob,2
Farao,undirected,Herren,4
Farao,undirected,Jesus,26
Esajas,undirected,Jeremias,18
Jeremias,undirected,Jesus,130
Jesus,undirected,Per,17
Judas,undirected,Per,1
Judas,undirected,Peter,131
Peter,undirected,Thomas,28
Jesus,undirected,Nikodemus,104
Nikodemus,undirected,Preben Kok,1
Jesus,undirected,Preben Kok,30
Jesus,undirected,Rene,9
Augustus,undirected,Johannes,4
Astrid,undirected,Johannes,1
Andreas,undirected,Astrid,1
Andreas,undirected,Augustin,1
Adam,undirected,Augustin,3
Andreas,undirected,Eva,1
Jesus,undirected,Peter Bastian,20
Magnus,undirected,Paulus,1
Lea,undirected,Lukas,1
Kain,undirected,Lukas,4
Abel,undirected,Martin Luther,1
Jesus,undirected,Martin Luther,190
Jesus,undirected,Lea,16
Karl Ove Knausgaard,undirected,Tage,1
Karl Ove Knausgaard,undirected,Linda,2
Linda,undirected,Tage,3
Karl Ove,undirected,Linda,7
Karl Ove,undirected,Tage,1
Karl Ove,undirected,Simon Peter,1
Jesus,undirected,Simon Peter,332
Simon,undirected,Simon Peter,17
Karl Ove Knausgaard,undirected,Simon Peter,3
Simon Peter,undirected,Simon Peters,17
Samuel,undirected,Vladimir,1
Jesus,undirected,Vladimir,3
Bonhoeffer,undirected,Jesus,29
Bonhoeffer,undirected,Hitler,25
Markus,undirected,Mother Theresa,1
Martin Luther,undirected,Mother Theresa,1
Jesus,undirected,Maria Magdalene,268
Maria,undirected,Peter,56
Peter,undirected,Storm P,2
Brian,undirected,Storm P,1
Brian,undirected,Peter,2
Jesus,undirected,Marie Magdalene,10
Herren,undirected,Marie Magdalene,4
Jesus,undirected,Kjeld Holm,37
Hanne,undirected,Kim,12
Jesus,undirected,Kim,29
Hanne,undirected,Jesus,7
Steffen Brandt,undirected,Zakarias,1
Kingo,undirected,Steffen Brandt,1
Johannes Døber,undirected,Kingo,1
Døberen,undirected,HC Andersen,1
HC Andersen,undirected,Jesus,45
HC Andersen,undirected,Zakarias,2
Johannes,undirected,Zakarias,262
Larsen,undirected,Ole,1
Forrest,undirected,Larsen,1
Forrest,undirected,Tom,1
Johannes Døberen,undirected,Tom,1
Johannes,undirected,Johannes Døberen,350
Farao,undirected,Moses,49
Aron,undirected,Moses,37
Jesus,undirected,William,27
Desmond Tutu,undirected,Jesus,48
Benny Andersen,undirected,Desmond Tutu,1
Jesus,undirected,John,36
Andersen,undirected,Jesus Kristus,2
Markus,undirected,Peter,9
Jesus,undirected,Peter den,47
Peter,undirected,Peter den,9
Jesus,undirected,Peter Jesus,37
Peter,undirected,Peter Jesus,53
Jesus Kristus,undirected,Markus,14
Jesus Kristus,undirected,Peter,51
Elias,undirected,Johannes,77
Elias,undirected,Jeremias,15
Jeremias,undirected,Peters,9
Herren,undirected,Jeremias,30
Martin A . Hansen,undirected,Søren Ulrik Thomsen,5
Jeremias,undirected,Søren Ulrik Thomsen,2
Jonas,undirected,Simon,12
Jonas,undirected,Peter,17
Freud,undirected,Iben Krogsdal,2
Anna,undirected,Iben Krogsdal,1
Anna,undirected,Moren,1
Andrea,undirected,Moren,1
Andrea,undirected,Jesus,6
Jesus,undirected,Simon Kvamm,9
Paulus,undirected,Simon Kvamm,1
Lars von Triers,undirected,Paulus,2
Jesus,undirected,Lance Armstrong,6
Lance Armstrong,undirected,Paulus,1
Josefs,undirected,Maria,53
Josefs,undirected,Marias,20
Lukas,undirected,Maria,109
Jean Valjean,undirected,Simon Peter,1
Jesus,undirected,Villy Sørensen,24
Adams,undirected,Jesus,41
Adams,undirected,Johannes,7
Helligånden,undirected,Johannes,4
Helligånden,undirected,Jesus,38
Esajas,undirected,Lazarus,9
Abrahams,undirected,Lazarus,103
Abraham,undirected,Lazarus,134
Iben Krogsdal,undirected,Jesus,34
Augustin,undirected,Jesus,42
Augustin,undirected,Iben Krogsdal,1
Johannes,undirected,Mattæus,38
Dietrich Bonhoeffer,undirected,Johannes,3
Dietrich Bonhoeffer,undirected,Hitler,18
Bonhoeffer,undirected,Kristus,8
Johannes,undirected,Kristus,139
Johannes Døber,undirected,Markus,1
Adam,undirected,Johannes,25
Adam,undirected,Thomas,4
Lindhardt,undirected,Mads,1
Mads,undirected,Søren,2
Jesus,undirected,Søren,47
Faderen,undirected,Jesus,424
Jesus,undirected,Mesteren,40
Luther,undirected,Mesteren,1
Jesus,undirected,Michael,34
Desmond Tutu,undirected,Michael,1
Desmond Tutu,undirected,Moses,2
Hans Anker Jørgensen,undirected,Jesus,677
Hans Anker Jørgensen,undirected,Peter,32
Hans Anker Jørgensen,undirected,Michael,2
Preben Kok,undirected,Storm P,1
Jesus Kristus,undirected,Preben Kok,2
Jesus,undirected,Rebekka,7
Moren,undirected,Rebekka,1
Jesus,undirected,Marianne,16
Jesus,undirected,Tage,81
Bach,undirected,Mattæus,2
Jesus,undirected,Michelangelo,10
Adam,undirected,Michelangelo,5
Erik,undirected,Maria,1
Erik,undirected,Josefs,1
Englene,undirected,Erik,1
Englene,undirected,Jesus,38
Jesus,undirected,Obama,16
Adam,undirected,Breivik,1
Breivik,undirected,Maria,1
Lukas,undirected,Simeon,13
Anna,undirected,Kim Larsen,1
Kim Larsen,undirected,Simeon,3
Anne,undirected,Simeon,7
Anna,undirected,Anne,1
Maria Magdalene,undirected,Peter,25
Adam,undirected,Kain,36
Jakob,undirected,Kain,8
David,undirected,Obama,3
David,undirected,Kurt,13
Kurt,undirected,Obama,1
Lukas,undirected,Obama,1
Lukas,undirected,englen Gabriel,4
Maria,undirected,englen Gabriel,31
Gabriel,undirected,Lukas,9
Gabriel,undirected,Mattæus,1
Gabriel,undirected,Markus,3
Gabriel,undirected,Maria,200
Andersen,undirected,Paulus,4
Martin Luther,undirected,Paulus,20
Jesus,undirected,Wolf,6
Jakob,undirected,Wolf,1
Lars,undirected,Storm P,11
Jesus,undirected,Lars,24
Dostojevskijs,undirected,Jesus,10
Gud,undirected,Moses,19
Grundtvig,undirected,Moses,5
Elias,undirected,Moses,208
Elias,undirected,Jesus,172
Jakob,undirected,Peter,117
Jakob,undirected,Johannes,261
Johannes,undirected,Moses,59
Elias,undirected,Peter,40
Mattæus,undirected,Peter,7
Jesus,undirected,Kasper,14
Kasper,undirected,Melchior,31
Jesus,undirected,Melchior,15
Clint Eastwood,undirected,Jesus,10
Kim,undirected,Konfirmanderne,2
Judas,undirected,Kim,3
Judas,undirected,Mattæus,12
Jesus,undirected,Josefs,130
Josefs,undirected,Siger Jesus,1
Esajas,undirected,Siger Jesus,8
Elias,undirected,Elisa,36
Elisa,undirected,Jesus,33
Karl Ove Knausgaard,undirected,Markus,2
Palle,undirected,Tor Nørretranders,3
Desmond Tutu,undirected,Tor Nørretranders,2
Jesus,undirected,Tor Nørretranders,8
Abraham,undirected,Palle,1
Jesus,undirected,Palle,6
Abraham,undirected,Jesus,355
Abel,undirected,Bill Hybels,1
Bill Hybels,undirected,Kain,1
Eskil,undirected,Jesus,2
Jesus,undirected,Stefans,5
Jesus Kristus,undirected,Stefans,1
Jesus Kristus,undirected,Mattæus,9
Dan,undirected,Jesus,24
Dan,undirected,Dan Turell,1
Dan Turell,undirected,Line,1
Jesus,undirected,Line,3
Tage,undirected,Thomas,1
Abraham,undirected,Moren,1
Abraham,undirected,Esajas,9
Esajas,undirected,Zakarias,20
Elisabeths,undirected,Zakarias,22
Elisabeth,undirected,Zakarias,219
Elisabeth,undirected,Lukas,9
Lukas,undirected,Zakarias,36
Elisabeth,undirected,Johannes,69
Abraham,undirected,Lukas,11
Sara,undirected,Zakarias,8
Jesus,undirected,Nelson Mandela,30
Jesus,undirected,Martin A . Hansen,89
Fanden,undirected,Jesus,46
Jesus,undirected,Johannes V . Jensen,13
Kaj Munk,undirected,Paulus,1
Jesus,undirected,Kaj Munk,88
Jesus,undirected,Karen Blixen,17
Eva,undirected,Marie,3
Marie,undirected,Tage,2
Eva,undirected,Peter Madsen,1
Jesus,undirected,Peter Madsen,25
Jesus,undirected,Messias,105
Abel,undirected,Jakob,7
Esau,undirected,Jakob,183
Esau,undirected,Josef,3
Jakob,undirected,Josef,44
Emil,undirected,Josef,1
Emil,undirected,Frederik,8
Frederik,undirected,Jesus,17
Johannes,undirected,Sønnen,12
Sønnen,undirected,skolelæreren,1
Johannes Døberen,undirected,skolelæreren,1
Iben Krogsdal,undirected,Johannes Døberen,1
Grundtvig,undirected,Iben Krogsdal,1
Grundtvig,undirected,Johannes Døberen,3
Døberen,undirected,Jesus Kristus,3
Christian,undirected,Peters,1
Christian,undirected,Kierkegaard,2
Abraham,undirected,Kierkegaard,2
Abraham,undirected,Peter,8
Nikolaj,undirected,Rune,1
Anna,undirected,Rune,5
Halfdan Rasmussens,undirected,Johannes,2
Halfdan Rasmussen,undirected,Johannes,6
Halfdan Rasmussen,undirected,Søren Kierkegaards,1
Adam,undirected,Søren Kierkegaards,2
Faderen,undirected,Johannes,44
Hitler,undirected,Johannes,2
Jesus,undirected,Putin,16
Adam,undirected,Eskil,1
Andres,undirected,Grundtvig,2
Grundtvig,undirected,Lukas,6
Darwin,undirected,Jesus,11
Bang,undirected,Darwin,1
Adam,undirected,Bang,3
Eva,undirected,Jonas,2
Jonas,undirected,Tage,1
Jesus,undirected,Leonard Cohen,28
Leonard Cohen,undirected,Niels,2
Jesus,undirected,Tony,9
Grundtvig,undirected,Lazarus,7
Grundtvig,undirected,Holger Lissner,3
Holger Lissner,undirected,Martha,1
Johannes Møllehave,undirected,Maria,3
Johannes Møllehave,undirected,Møllehave,13
Jesus,undirected,Møllehave,22
Lewis,undirected,Maria,2
Lewis,undirected,Martha,2
Jesus,undirected,Lewis,59
Lazarus,undirected,Martha,137
Lazarus,undirected,Maria,118
Jan Kjærstad,undirected,Olsen,1
Jan Kjærstad,undirected,Nathanael,1
Jesus,undirected,Pontius Pilatus,69
Andreas,undirected,Nathanael,6
Andreas,undirected,Simon Peter,16
Maria,undirected,Simon Peter,13
Maria,undirected,Maria Magdalene,117
Desmond,undirected,Desmond Tutu,8
Desmond,undirected,Jesus,5
Jesus,undirected,gartneren,104
Bodil Jørgensen,undirected,Jesus,10
Augustus,undirected,Hyrderne,5
Jesus Kristus,undirected,Lukas,32
Augustus,undirected,Lukas,18
Lukas,undirected,Nelson Mandela,2
Mandela,undirected,Nelson Mandela,21
Mandela,undirected,fru Hansen,1
Paulus,undirected,fru Hansen,1
Adam,undirected,Desmond,1
Desmond,undirected,Paulus,1
Luther,undirected,Paulus,109
Engel,undirected,Peter,2
Engel,undirected,Paulus,1
Maria Magdalene,undirected,Mattæus,2
Mattæus,undirected,Moses,3
Esajas,undirected,Markus,2
Markus,undirected,Paulus,14
Adam,undirected,Luther,12
Djævelen,undirected,Luther,15
Desmond Tutu,undirected,Eva,1
Davids,undirected,Zakarias,15
Johannes Johansen,undirected,Josef,2
Jesus,undirected,Johannes Johansen,22
Augustus,undirected,Benny Andersen,2
Josef,undirected,Mathias,1
Jesus,undirected,Mathias,15
Bang,undirected,Jesus,31
Bang,undirected,Johannes,4
Johannes,undirected,Maria Magdalene,32
Maria Magdalene,undirected,Simon Peter,9
Maria,undirected,Thomas,19
Charlotte Rørth,undirected,Jesus,89
Charlotte Rørth,undirected,Thomas,5
Jesus Kristus,undirected,Lazarus,21
Lazarus,undirected,Tage,2
Lewis,undirected,Tage,3
Aslan,undirected,Lewis,8
Aslan,undirected,Lazarus,2
Jesus,undirected,Omar,6
Adam,undirected,Johannes Døberen,2
Hitler,undirected,Omar,2
Hitler,undirected,Peter Madsen,1
Djævelen,undirected,Peter Madsens,2
Jesus,undirected,Peter Madsens,16
Bodil,undirected,Lukas,2
Lukas,undirected,Robin Williams,1
Luther,undirected,Robin Williams,1
Lukas,undirected,Luther,4
Lukas,undirected,Menneskesønnen,5
Jesus,undirected,Menneskesøn,25
Aksel Sandemose,undirected,Jens,2
Jens,undirected,Mattæus,1
Abraham,undirected,Messias,2
Abel,undirected,Bang,1
Eva,undirected,Herren,9
Herren,undirected,Paulus,93
Ingrid,undirected,Johannes Døberen,1
Ingrid,undirected,Johannes,1
Andres,undirected,Johannes,1
Adam,undirected,Andres,1
Eva,undirected,Jan Lindhardt,2
Jan Lindhardt,undirected,Johannes,3
Jesus,undirected,fru Hansen,12
Mesteren,undirected,Peter Bastian,1
Mesteren,undirected,Peter,10
Desmond Tutu,undirected,Jesus Kristus,3
Jesus,undirected,Tolderne,16
Jesus,undirected,Samaritaneren,40
Iben Krogsdal,undirected,Willy,3
Andreas Mogensen,undirected,Martin A . Hansen,1
Andreas Mogensen,undirected,Jesus,15
Halfdan Rasmussen,undirected,Martin,1
Christian,undirected,Maude,3
Christian,undirected,Stein Bagger,4
Maude,undirected,Stein Bagger,1
Jesus,undirected,Maude,8
Grundtvig,undirected,Paulus,38
Esajas,undirected,Konfirmanderne,2
Esajas,undirected,Matthæus,9
Hyrden,undirected,Moses,2
Martin,undirected,Moses,1
Jesus,undirected,Søren Kierkegaards,21
Djævelen,undirected,Johannes Døberen,2
Amos,undirected,Jesus,10
Amos,undirected,Herren,3
Herren,undirected,Jakobs,3
Amos,undirected,Jakobs,2
Amos,undirected,Kejseren,1
Kejseren,undirected,Paulus,1
Jesus,undirected,Ole Jensen,6
Grundtvig,undirected,Ole Jensen,4
Frankl,undirected,Jesus,5
Jesus,undirected,Kingo,78
Jakob Knudsen,undirected,Jesus,12
Jakob Knudsen,undirected,Mattæus,1
Jan Lindhardt,undirected,Paulus,2
Maria,undirected,Simon af Kyrene,6
Jesus,undirected,Simon af Kyrene,51
Jomfru Maria,undirected,Maria,34
Morten Bisp,undirected,Moses,3
David,undirected,Farao,2
David,undirected,Maria,13
Gabriel,undirected,Josef,16
Jesus,undirected,Pilatus,258
Abel,undirected,Abels,18
Abels,undirected,Kain,45
Marie,undirected,Paulus,4
Alex,undirected,Paulus,2
Eva,undirected,Paulus,7
Charlotte Rørth,undirected,Peter,2
Charlotte Rørth,undirected,Eskil,1
Jesus,undirected,Kaj,14
Elisabeth,undirected,Jesus,15
Elisabeths,undirected,Maria,28
Elisabeths,undirected,Johannes,8
Johannes,undirected,Kong Herodes,22
David,undirected,Martin A . Hansen,1
Davids,undirected,Johannes Døberen,1
Jesus,undirected,Tomas Sjødin,23
Kristus,undirected,Maria,51
Josef,undirected,Kristus,8
Johannes V . Jensen,undirected,Kristus,1
Gunnar,undirected,Johannes V . Jensen,1
Gunnar,undirected,Maria,1
David,undirected,Peter,8
Bent Falk,undirected,Peter,1
Bent Falk,undirected,Jesus,24
Anders And,undirected,Jesus,19
Ole,undirected,Peter,4
Esajas,undirected,Peter,51
Esajas,undirected,Lukas,14
Lukas,undirected,Stefanus,13
Esajas,undirected,Stefanus,11
Klaus,undirected,Peter,2
Jesus,undirected,Klaus,17
Markus,undirected,Mikael,1
Jan Lindhardt,undirected,Mikael,1
Jan Lindhardt,undirected,Johannes V . Jensen,1
Jørgensen,undirected,Paulus,2
Anne,undirected,Paulus,1
Anne,undirected,Jesus,28
Lukas,undirected,Mattæus,49
Lukas,undirected,Martin Luther,3
Cranach,undirected,Martin,5
Johannes,undirected,Rune,2
Gabriel,undirected,Zakarias,83
Elisabeth,undirected,Gabriel,25
Gabriel,undirected,Johannes,10
Herodes,undirected,Johannes,96
Abrahams,undirected,Tor Nørretranders,1
Abrahams,undirected,Eva,3
Abrahams,undirected,Søren Kierkegaards,2
Kierkegaard,undirected,Søren Kierkegaards,21
Karl Ove Knausgaard,undirected,Omar,1
Breivik,undirected,Hitler,4
Breivik,undirected,Jesus,14
Jensen,undirected,Johannes,5
Johannes,undirected,Judas,31
Jesus Kristus,undirected,Paulus,233
Hansen,undirected,Paulus,2
Faderen,undirected,Hansen,2
Faderen,undirected,Grundtvig,6
Elisabeth,undirected,Preben Kok,1
Jesus,undirected,Mother Theresa,22
Paulus,undirected,Stefanus,42
Jesus,undirected,Sankt Peter,28
Jonas,undirected,Salomo,13
Jesus,undirected,Salomo,34
Martha,undirected,Robert,3
Maria,undirected,Robert,4
Lazarus,undirected,Siger Jesus,4
Martha,undirected,Peter,5
Johannes,undirected,Martha,8
Johannes,undirected,Maria,164
Grundtvig,undirected,Maria,33
Barack Obama,undirected,Putin,3
Obama,undirected,Putin,2
Jesus,undirected,Levi,450
Levi,undirected,Tolderen,3
Levi,undirected,Søren Kierkegaard,1
Astrid Lindgren,undirected,Jesus,14
Astrid Lindgren,undirected,Lasse,2
Løgstrup,undirected,Søren Ulrik Thomsen,1
Astrid Lindgren,undirected,Løgstrup,1
Brorson,undirected,Jesus,95
Jeremias,undirected,Paulus,15
Jeremias,undirected,Profeten Jeremias,9
Jeremias,undirected,Lisbeth Smedegaard Andersen,6
Jesus,undirected,Lisbeth Smedegaard Andersen,16
Jesus,undirected,Pave Frans,11
Frans,undirected,Pave Frans,7
Frans,undirected,Jeremias,2
Jakob,undirected,Salmisten,1
Grundtvig,undirected,Salmisten,1
Grundtvig,undirected,gartneren,1
Matthæus,undirected,Stefanus,4
Mikkel,undirected,Peters,1
Frank Jæger,undirected,Simon af Kyrene,1
Frank Jæger,undirected,Frederik,1
Frederik,undirected,Mary,2
Jesus,undirected,Mary,5
Grundtvig,undirected,Johannes,35
Kvirinius,undirected,Lukas,4
Jesus,undirected,Kvirinius,5
Harry Potter,undirected,Marias,3
Harry Potter,undirected,Jesus,18
Cæsar,undirected,Jesus,14
Astrid Lindgrens,undirected,Cæsar,1
Astrid Lindgrens,undirected,Pippi Langstrømpe,1
