Source,Type,Target,Weight
Jesus,undirected,Pippi Langstrømpe,11
Jesus,undirected,Robin Hood,21
Adam,undirected,Sebastian,1
Bodil Jørgensen,undirected,Johannes,1
Bodil Jørgensen,undirected,Maria,2
Jesus,undirected,Robin Williams,18
Ben Hur,undirected,Jesus,38
Anders,undirected,Donald Trump,1
Anders,undirected,Jesus,26
Isak,undirected,Svend Brinkmann,1
Svend Brinkmann,undirected,Søren Kierkegaard,3
Kjeld Holm,undirected,Søren Kierkegaard,1
Jesus Kristus,undirected,Kjeld Holm,1
Jesus,undirected,missionæren,8
Gud,undirected,Jesus Kristus,17
Faderen,undirected,Jesus Kristus,27
Krist,undirected,Maria,2
Jesus,undirected,Krist,66
Lukas,undirected,Peter,22
Henrik,undirected,Peter,1
Bent Falk,undirected,Maria,1
Djævelen,undirected,Jesus Kristus,14
Breivik,undirected,Djævelen,2
Anders Breivik,undirected,Djævelen,2
Englen,undirected,Maria,27
Jesus Kristus,undirected,Maria,77
Eva,undirected,Jakobs,1
Jakobs,undirected,Peter,2
Peter,undirected,Satan,44
Satan,undirected,Simon Peter,5
Marianne,undirected,Marianne Jelved,1
Jesus,undirected,Marianne Jelved,7
Lotte Tarp,undirected,Marianne Jelved,3
Jesus,undirected,Lotte Tarp,4
Lotte Tarp,undirected,Lukas,1
Lukas,undirected,Marianne Jelved,1
Mariæ,undirected,Piet Hein,1
Maria,undirected,Mariæ,73
Cecilie,undirected,Jesus,6
Faderen,undirected,Tage,2
Dietrich Bonhoeffer,undirected,Jesus,40
Adam,undirected,Maria,26
Eva,undirected,Maria,19
Elias,undirected,Jesus Kristus,1
Jesus Kristus,undirected,Moses,25
Jesus,undirected,Robert,17
Herodes,undirected,Jesus,349
Herodes,undirected,kongers,1
Jesus,undirected,kongers,16
Jomfru Maria,undirected,Luther,2
Johannes,undirected,Kejser Augustus,2
Kejser Augustus,undirected,Maria,8
Johannes,undirected,Josef,12
Herodes,undirected,Jeremias,7
Jeremias,undirected,Rakel,7
Matthæus,undirected,Rakel,4
Jeremias,undirected,Matthæus,4
Johannes,undirected,Josefs,5
Herodes,undirected,Josefs,2
Herodes,undirected,Josef,69
Josef,undirected,Josefs,64
Julemanden,undirected,Per,1
Augustus,undirected,Jomfru Maria,1
Augustus,undirected,Kvirinius,14
Dronning Margrethe,undirected,Jesus,17
Simeon,undirected,Stefanus,1
Kristus,undirected,Simeon,11
Guds,undirected,Jesus,51
Jesus,undirected,Rasmus Seebach,13
Jesus,undirected,Zakæus,161
Rasmus Seebach,undirected,Zakæus,1
Henrik,undirected,Klaus,1
Gerda,undirected,Henrik,1
Gerda,undirected,Jesus,11
Klaus,undirected,Martin,3
Charlotte Rørth,undirected,Paulus,3
Jesus,undirected,englen Gabriel,9
Jesus,undirected,Lisa,7
David,undirected,Herren,19
Jesus,undirected,Konfirmanderne,49
Konfirmanderne,undirected,Luther,1
Luther,undirected,Menneskesønnen,4
Jesu,undirected,Maria,20
Grundtvigs,undirected,Jesus,22
Grundtvigs,undirected,Krist,1
Jesus,undirected,stig,19
Messias,undirected,stig,1
Jakobs,undirected,Luther,2
Dronning Margrethe,undirected,H.C . Andersens,2
Maria,undirected,Paulus,57
Matthæus,undirected,Peters,3
Johannes,undirected,Peters,8
Jesus,undirected,Lars von Triers,23
Jesus,undirected,Maria Magdalenes,23
Ham Jesus,undirected,Jesus,883
Ham Jesus,undirected,Piet Hein,3
Matthæus,undirected,Peter,12
Adam,undirected,Peters,3
Jesus,undirected,Tom,22
Augustin,undirected,Maria,6
Enken,undirected,Jesus,78
Satan,undirected,Siger Jesus,1
Davids,undirected,Kristus,24
Abraham,undirected,Kong David,2
Jesus,undirected,Kong David,40
Peters,undirected,Thomas,3
Jesus,undirected,Margrethe,41
Jens,undirected,Margrethe,5
Jens,undirected,Nielsen,1
Nielsen,undirected,Peter Madsen,1
Felix,undirected,Peter Madsen,1
Simon,undirected,Simons,56
Menneskesønnen,undirected,Simon,1
Charlotte Rørth,undirected,Simon Peter,2
Charlotte Rørth,undirected,Peters,1
Peter,undirected,Simon Peter,62
Alexander,undirected,Judas,3
David,undirected,Kong Herodes,2
David,undirected,Salomon,5
Kristus,undirected,Salomon,2
Judas,undirected,Salomon,1
Herren,undirected,Peter,34
Dronningen,undirected,Jesus,22
Dronningen,undirected,Hans Anker Jørgensen,1
Jesus,undirected,Nicodemus,17
Jesus,undirected,Winston Churchill,16
Jesus,undirected,Simons,133
Agnes,undirected,Jesus,10
Jeppe Aakjær,undirected,Jesus,10
Jeppe Aakjær,undirected,Ole,7
Frans,undirected,Martha,1
Frans,undirected,Marias,1
Jakob,undirected,Lazarus,1
Jakobs,undirected,Preben Kok,1
Menneskesønnen,undirected,Rabbi,1
Faderen,undirected,Menneskesønnen,3
Breivik,undirected,Fanden,1
Lukas,undirected,Matthæus,71
Disciplen Peter,undirected,Elias,1
Disciplen Peter,undirected,Jesus,27
Jakob,undirected,Moses,28
Jesu,undirected,Peter,18
Jesu,undirected,Peters,6
Johannes,undirected,Pastor Storm,2
Jesus,undirected,Pastor Storm,17
Dæmoner,undirected,Jesus,12
Jesus,undirected,Karl Barth,18
Kristus,undirected,Osama Bin Laden,1
Paulus,undirected,Peter,89
Gandhi,undirected,Jesus,21
Faderen,undirected,Gandhi,1
Herren,undirected,Tolderne,1
Farisæeren,undirected,Karl Barth,1
Barth,undirected,Karl Barth,10
Astrid Lindgrens,undirected,Esajas,1
Astrid Lindgrens,undirected,Emil,4
Emil,undirected,Ida,38
Alfred,undirected,Emil,73
Alfred,undirected,Ida,9
Alfred,undirected,Amalie,3
Amalie,undirected,Emil,1
Emil,undirected,Jesus,48
David,undirected,Kong David,23
Jesus Kristus,undirected,Kong David,3
CS Lewis,undirected,Jesus Kristus,1
Aslan,undirected,CS Lewis,5
Aslan,undirected,Kristus,1
David,undirected,Kristus,17
David,undirected,Jesus Kristus,9
Jesus Kristus,undirected,Kristus,132
Herodes,undirected,Pilatus,12
Herodes,undirected,Judas,4
Frans,undirected,Jesus Kristus,3
Frans af Assisi,undirected,Jesus Kristus,2
Hitler,undirected,Peter,2
Hitler,undirected,Stalin,18
Saddam,undirected,Stalin,2
Jesus,undirected,Saddam,11
Saddam,undirected,Søren,1
Peter,undirected,Saddam,1
Johannes,undirected,Johannes Døberens,45
Herren,undirected,Jesus Kristus,36
Rasmus,undirected,Rasmus Klump,1
Kristus,undirected,Rasmus,2
Kong David,undirected,Kristus,2
Jesus,undirected,Kong Davids,15
Kong Davids,undirected,Peter,1
Jesus,undirected,Rasmus Klump,4
Jesus,undirected,Johannes Sløk,13
Kristus,undirected,Peter,77
Jesus Kristus,undirected,Rasmus Klump,1
Per,undirected,Poul,34
Lis,undirected,Poul,8
Lis,undirected,Per,7
Johanne,undirected,Victor,1
Hitler,undirected,Victor,5
Hitler,undirected,Jesus,81
Herren,undirected,Kristus,46
Jesus Kristus,undirected,Johanne,3
Jesus,undirected,Johanne,13
Djævelen,undirected,Johanne,1
Bjarne Lenau Henriksen,undirected,Gud,1
Bjarne Lenau Henriksen,undirected,Jesus,6
Jeremias,undirected,Johannes,6
Esajas,undirected,Martin Luther,5
Esajas,undirected,Jesus Kristus,19
Dietrich Bonhoeffer,undirected,Jesus Kristus,5
Dietrich Bonhoeffer,undirected,Karl Barth,2
Jesus Kristus,undirected,Karl Barth,2
Brian,undirected,Jesus,34
Brian,undirected,Siger Jesus,2
Astrid Lindgren,undirected,Emil,10
Jesus,undirected,Niels Hausgaard,25
Niels Hausgaard,undirected,Søren Kierkegaard,1
Abraham,undirected,Johannes Døberen,10
Jesus Kristus,undirected,Johannes Døberen,31
Abraham,undirected,Jesus Kristus,7
Jesus,undirected,Satans,15
Abraham,undirected,Paulus,37
Esajas,undirected,Paulus,62
Esajas,undirected,Profeten Esajas,13
Johannes Døberen,undirected,Kristus,27
Andy,undirected,Jesus,4
Jakob,undirected,Siger Jesus,3
Andy,undirected,Johannes,1
Gandhi,undirected,Kristus,1
Paulus,undirected,Søren Kierkegaard,13
Kejseren,undirected,Søren Kierkegaard,1
Kejseren,undirected,Kierkegaard,1
Johannes V . Jensen,undirected,Kierkegaard,1
Paulus,undirected,Stefan,4
Filip,undirected,Stefan,1
Filip,undirected,Natanael,6
Jesus,undirected,Natanael,15
Andreas,undirected,Peter,54
Jesus Kristus,undirected,Simeon,6
Anna,undirected,Martin Luther,9
Anna,undirected,Martin,6
Martin,undirected,Martin Luther,7
Grundtvig,undirected,Leonard Cohen,3
Jesus Kristus,undirected,Leonard Cohen,2
Grundtvig,undirected,Jesus Kristus,43
Hitlers,undirected,Jesus,7
Adolf Hitler,undirected,Hitlers,2
Adolf Hitler,undirected,Jesus,6
Judas,undirected,Paulus,9
Brian,undirected,Messias,1
Simon,undirected,Søren,1
Simons,undirected,Søren Kierkegaard,1
Simon,undirected,Søren Kierkegaard,1
Kong Herodes,undirected,Maria,20
Hitler,undirected,Maria,1
Freud,undirected,Hitler,1
Freud,undirected,Josefs,1
Kong Herodes,undirected,Marias,1
Freud,undirected,Kong Herodes,1
Freud,undirected,Jesus,3
Isis,undirected,Ve,3
Isis,undirected,Jesus,45
Jesus,undirected,Ve,8
Duckwitz,undirected,Georg Duckwitz,12
Adolf Hitler,undirected,Duckwitz,4
Duckwitz,undirected,Grundtvig,2
Georg Duckwitz,undirected,Grundtvig,2
Georg Duckwitz,undirected,Hitler,8
Georg Duckwitz,undirected,Jesus,14
Duckwitz,undirected,Jesus,2
Søren Kierkegaard,undirected,Søren Kierkegaards,13
Kristus,undirected,Søren Kierkegaards,1
Kristus,undirected,Søren,4
Moses,undirected,Noa,8
David,undirected,Moses,15
David,undirected,Salomo,12
Elias,undirected,Salomo,1
Elisa,undirected,Jonas,1
Carl,undirected,Jonas,2
Carl,undirected,Jesus,17
Elias,undirected,Noa,2
Jesus,undirected,Noa,54
Immanuel,undirected,Kant,5
Immanuel,undirected,Jesus,133
Jean Valjean,undirected,Victor,4
Jean Valjean,undirected,Jesus,14
Jean Valjean,undirected,Jesus Kristus,2
Johannes,undirected,Lazarus,78
Jomfru Maria,undirected,Marias,3
Jeppe,undirected,Maria,5
Jesus Kristus,undirected,Thomas,10
Herodes,undirected,Johannes Døberen,18
Herodes,undirected,Salome,6
Esajas,undirected,Johannes,128
David,undirected,Johannes Døberen,5
Kristian,undirected,Kristian Ditlev Jensen,4
Jesus,undirected,Kristian Ditlev Jensen,5
Gandhi,undirected,Kristian Ditlev Jensen,1
Jesus Kristus,undirected,Kristian Ditlev Jensen,1
Jesus Kristus,undirected,Matthæus,3
Anne,undirected,Lisa,2
Lisa,undirected,Moren,2
Faderen,undirected,Lisa,1
Jesus Kristus,undirected,Siger Jesus,5
Andersen,undirected,Zakarias,2
Johannes Døbers,undirected,Zakarias,8
Johannes,undirected,Johannes Døbers,15
Adolf Hitler,undirected,Hitler,2
Filip,undirected,Paulus,2
Anders Breivik,undirected,Jesus,17
Adolf Hitler,undirected,Winston Churchill,1
Kong Herodes,undirected,Winston Churchill,1
Jesu,undirected,Kong Herodes,3
Martin Luther,undirected,Peter,2
Jesus,undirected,Martin Luthers,10
Jesus Kristus,undirected,Martin Luthers,1
Dostojevskij,undirected,Herodes,1
Dostojevskij,undirected,Jesus Kristus,6
Dostojevskijs,undirected,Jesus Kristus,2
Karl Barth,undirected,Levi Alfæus,1
Farisæerne,undirected,Levi Alfæus,2
Levi Alfæus,undirected,Tolderen,2
Jesus,undirected,Levi Alfæus,4
Levi,undirected,Levi Alfæus,6
Jesus Kristus,undirected,Kaj Munk,2
Saulus,undirected,Stefanus,4
Jesus Kristus,undirected,Saulus,1
Jesus Kristus,undirected,Noah,2
Jesus,undirected,Noah,21
Jesus,undirected,Samuel,8
Jesus,undirected,Laurentius,7
Kejser Augustus,undirected,Laurentius,2
Jesus Kristus,undirected,Mother Theresa,3
Jesus Kristus,undirected,Laurentius,1
Andreas,undirected,Kong David,2
Andreas,undirected,Jesus Kristus,4
Andreas,undirected,Jesu,1
Andreas,undirected,Kong Davids,1
Johannes Døberen,undirected,Martin Luther,2
Herodes,undirected,Maria,40
Jesus Kristus,undirected,Josef,5
Pastor Storm,undirected,Søren Kierkegaard,3
Kaj Munk,undirected,Pastor Storm,1
Herren,undirected,Stefanus,5
Jesus Kristus,undirected,Martin Luther,12
Grundtvig,undirected,Siger Jesus,2
HC Andersen,undirected,Luther,2
HC Andersen,undirected,Søren Kierkegaard,4
Martin A . Hansen,undirected,Søren Kierkegaard,5
Jobs,undirected,Kong Herodes,1
Job,undirected,Jobs,29
Jesus,undirected,Jobs,61
Jesus Kristus,undirected,Job,1
Kain,undirected,Løgstrup,1
Jesus Kristus,undirected,Kain,7
Jan Kjærstads,undirected,Jonas Wergeland,4
Jan Kjærstads,undirected,Jonas,6
Jonas,undirected,Jonas Wergeland,6
Jesus,undirected,Jonas Wergeland,4
Jonas Wergeland,undirected,Putin,1
Jonas,undirected,Putin,1
Jonas Wergeland,undirected,Satan,1
Josef,undirected,Moses,17
Jakobs,undirected,Moses,8
Jakobs,undirected,Josef,10
Josva,undirected,Moses,11
Jesus,undirected,Josva,45
Moses,undirected,Peter,44
Jesus Kristus,undirected,Kristi,4
Jesus,undirected,Sand,50
Matthæus,undirected,Sand,1
Filip,undirected,Karl Barth,1
Kong Davids,undirected,Peters,1
Esajas,undirected,Eva,7
Josef,undirected,Zakæus,1
Paulus,undirected,Zakæus,2
Egon,undirected,Fru Zebedæus,1
Egon,undirected,Jesus,12
Fru Zebedæus,undirected,Jesus,23
Lazarus,undirected,Line,4
Johannes,undirected,Line,1
Anna,undirected,Johannes,4
Andreas,undirected,Johannes,32
Filip,undirected,Simon,10
Ejnar Mikkelsen,undirected,Filip,1
Anna,undirected,Ejnar Mikkelsen,4
Anna,undirected,Søren Kierkegaards,1
Nikolaj,undirected,Søren Kierkegaard,1
Martin Luther,undirected,Nikolaj,2
Frans af Assisi,undirected,Martin Luther,1
Frans af Assisi,undirected,Jesus,34
Andreas,undirected,Ejnar Mikkelsen,1
Anna,undirected,Jesus Kristus,4
Ejnar Mikkelsen,undirected,Jesus,9
August,undirected,Guds,1
Guds,undirected,Jesus Kristus,3
Johannes,undirected,Platon,1
Jesus Kristus,undirected,Platon,1
Augustin,undirected,Jesus Kristus,3
Messias,undirected,Paulus,9
Abraham,undirected,Abrahams,145
Jane,undirected,Jesus,5
Jane,undirected,Peter,1
Maria Magdalena,undirected,Peter,1
Jesus,undirected,Maria Magdalena,19
Esau,undirected,Jesus,6
Isak,undirected,Jesus,32
Efraim,undirected,Jesus,7
Efraim,undirected,Jesus Kristus,2
Jesu,undirected,Simon af Kyrene,1
Faderen,undirected,Jomfru Maria,3
Jomfru Maria,undirected,Pontius Pilatus,10
Grundtvigs,undirected,Pontius Pilatus,1
Faderen,undirected,Paulus,9
Efraim,undirected,Per,4
Efraim,undirected,Peter,1
Eigil,undirected,Jesus,3
Moses,undirected,Rabbi,21
Johannes,undirected,Siger Jesus,7
Lea,undirected,Stefan,1
Josef,undirected,Simeon,27
Jesus,undirected,Stefan,18
Stefan,undirected,Stefanus,5
Andersen,undirected,Dronning Margrethe,1
Dronning Margrethe,undirected,Henrik,6
Esajas,undirected,Herren,48
Fader Abraham,undirected,Lazarus,15
Lazarus,undirected,Paulus,20
Jesus,undirected,Nielsen,14
Jesus,undirected,Zebedæus,30
Fru Zebedæus,undirected,Zebedæus,3
Jesus,undirected,Svend Brinkmann,35
Jesus,undirected,Mikkel,16
Mikkel,undirected,Simon,1
Ernst,undirected,Jesus,45
Gud,undirected,Peters,3
Peter,undirected,Søren Kierkegaard,10
Kristus,undirected,Søren Kierkegaard,5
Gud,undirected,Kristus,7
Gud,undirected,Ingrid,2
Elisa,undirected,Ingrid,1
Elisa,undirected,Søren,1
Jesus,undirected,Odin,15
Odin,undirected,englen Gabriel,1
Mariæ,undirected,englen Gabriel,3
Jesus,undirected,Jørgensen,21
Jørgensen,undirected,Søren Kierkegaard,2
Maria Magdalene,undirected,Søren Kierkegaard,2
Jørgensen,undirected,Kristus,3
Abraham,undirected,Djævelen,8
Herren Jesus,undirected,Paulus,11
Isak,undirected,Tage,1
Abraham,undirected,Tage,1
Abraham,undirected,Simon,4
Jesus,undirected,Oskar,11
Helena,undirected,Lukas,6
Helena,undirected,Johannes,4
KRISTINA,undirected,Lukas,2
Faderen,undirected,KRISTINA,2
Martin A . Hansen,undirected,Simon,1
Simon,undirected,Simon af Kyrene,4
Peter,undirected,stig,2
Satan,undirected,stig,2
Kristus,undirected,Satan,5
Marie,undirected,Peter Bastian,1
Bastian,undirected,Peter Bastian,4
Muhammed,undirected,Olsen,9
Martin A . Hansen,undirected,Muhammed,1
Martin A . Hansen,undirected,Olsen,1
Lise,undirected,Olsen,2
Johannes Møllehave,undirected,Niels,1
Johannes Møllehave,undirected,Signe,1
Jesus,undirected,Signe,11
Gus,undirected,Johannes Døber,1
Gus,undirected,Johan,1
Jesus,undirected,Johan,21
Adam,undirected,Kong Davids,2
Kong Davids,undirected,Moses,2
Aron,undirected,Herren,6
Johannes,undirected,Romerne,2
Jesus,undirected,Romerne,30
Davids,undirected,Kong David,7
David,undirected,Todd,1
Abel,undirected,Todd,1
Abel,undirected,Abraham,9
Jakob,undirected,Laban,20
Davids,undirected,Laban,1
David,undirected,Pilatus,1
Abel,undirected,David,4
Kain,undirected,Zakarias,3
Jesus,undirected,Todd,2
Abrahams,undirected,Johannes,8
Johannes Døbers,undirected,Sankt Peter,1
Luther,undirected,Moses,8
Herren,undirected,Luther,14
Herren,undirected,Moses,52
Adam,undirected,Kristus,17
Jesus Kristus,undirected,Jomfru Maria,3
Jacob,undirected,Jakob,8
Elias,undirected,Johannes Døber,3
Jomfru Maria,undirected,Lukas,7
Faderen,undirected,Herren,11
Cecilia,undirected,Lasse,1
Anders And,undirected,Cecilia,1
Adam,undirected,Anders And,1
Eva,undirected,Noa,6
Eva,undirected,Peter,5
Arne Haugen,undirected,Clint Eastwood,1
Arne Haugen,undirected,Walt,1
Sue,undirected,Walt,3
Clint Eastwood,undirected,Sue,4
Jesus,undirected,Sue,3
Jesus,undirected,Walt,6
Jesus,undirected,Ronja,5
Johannes Døber,undirected,Maria,3
Anna,undirected,Johannes Døber,1
Paulus,undirected,Storm P,6
Mathilde,undirected,Paulus,1
Mathilde,undirected,Signe,1
Signe,undirected,Storm P,1
Adam,undirected,Paulus,27
Abraham,undirected,Jakob,12
David,undirected,Jakob,7
Paulus,undirected,Saul,13
Fader,undirected,Jesus,35
Fader,undirected,Kierkegaard,2
Clint Eastwood,undirected,Walt,6
Kaj Munk,undirected,Kaj Munks,9
Kaj,undirected,Kaj Munk,12
Maria,undirected,Storm P,5
John Lennon,undirected,Storm P,2
John Lennon,undirected,Martha,1
Lone,undirected,Simon Kvamm,1
Claus,undirected,Lone,1
Alexander,undirected,Claus,1
Alexander,undirected,Iben Krogsdal,1
Iben Krogsdal,undirected,Sofie,1
Mathilde,undirected,Sofie,1
Johannes Døberen,undirected,Mathilde,1
Jesus,undirected,Lone,14
Menneskesøn,undirected,Peter,1
Jan,undirected,Jesus,12
Erik Hagens,undirected,Kain,2
Abel,undirected,Eva,12
Abel,undirected,Aksel Sandemose,4
Aksel Sandemose,undirected,Kain,4
Abel,undirected,Putin,2
Kain,undirected,Putin,2
Matthæus,undirected,Paulus,15
Bente,undirected,Jesus,10
Bente,undirected,Lone,2
Jesus,undirected,Tim,28
Lloyd,undirected,Tim,2
Jesus,undirected,Lloyd,1
Emma,undirected,Ole,4
Peter,undirected,Simon Peters,4
Anker Jørgensen,undirected,Peter,4
Anker Jørgensen,undirected,Peters,2
Anker Jørgensen,undirected,Hans Anker Jørgensen,4
Anker Jørgensen,undirected,Jesus,17
Maria Magdalenes,undirected,Peters,2
Johannes Døberen,undirected,Lone,1
Abraham,undirected,Lotte Tarp,2
Grundtvig,undirected,Lotte Tarp,3
Guds,undirected,Johannes,5
Harry Potter,undirected,Nelson Mandela,2
Karen Blixen,undirected,Lazarus,3
Adam,undirected,Karen Blixen,3
Adam,undirected,Ane Marie,9
Ane Marie,undirected,Jesus,10
Lazarus,undirected,skolelæreren,3
Grundtvig,undirected,skolelæreren,3
Ane Marie,undirected,Grundtvig,3
Clara,undirected,Jesus,10
Andreas,undirected,Clara,12
Clara,undirected,Lucia,2
Lucia,undirected,Sarah,2
Andreas,undirected,Sarah,14
Clara,undirected,Sarah,2
Andreas,undirected,Lucia,8
Sara,undirected,Sarah,2
Andreas,undirected,Sara,2
Jesus,undirected,Titus,11
Herren,undirected,Johannes,50
Herren,undirected,Løgstrup,1
Jesus,undirected,Løgstrup,45
Christian,undirected,Lise,1
Christian,undirected,Mads,1
Larsen,undirected,Mads,1
Jesus Kristus,undirected,Larsen,2
Møllehave,undirected,gartneren,2
August,undirected,Johannes,1
Astrid Lindgren,undirected,Pippi,2
Elof Westergaard,undirected,Pippi,2
Astrid Lindgren,undirected,Elof Westergaard,1
Elof Westergaard,undirected,Jesus,12
Lukas,undirected,Martha,21
Abraham,undirected,Adam,8
Isak,undirected,Sara,24
Isak,undirected,Moses,3
Abraham,undirected,Johannes,21
Jesus,undirected,Sønnen,59
Hitler,undirected,Mark Twain,1
Adam,undirected,Herren,20
Gud,undirected,Herren,10
Gud,undirected,Maria,13
Adam,undirected,Johannes V . Jensen,1
Jesus,undirected,Lasse,10
Ham Jesus,undirected,Herren,15
Jesus,undirected,Lisbeth Zornig Andersen,7
Lisbeth,undirected,Lisbeth Zornig Andersen,9
Esajas,undirected,Mika,3
Levi Alfæus,undirected,Matthæus,3
Kong David,undirected,Levi,1
Kong David,undirected,Salmisten,1
David,undirected,Salmisten,2
Lazarus,undirected,Levi,7
Paulus,undirected,Simeon,7
Lukas,undirected,Pilatus,8
Jesus,undirected,Linda,3
Henrik,undirected,Linda,1
Jakob,undirected,Kierkegaard,9
Kierkegaard,undirected,Sand,1
Christian,undirected,Jesus,52
Hans Anker Jørgensen,undirected,Kierkegaard,8
Kristus,undirected,Mikael,1
Jesus,undirected,Mikael,8
Dostojevskij,undirected,Jesus,14
Johannes Døberens,undirected,Mattæus,6
Jesus,undirected,Johannes Døberens,76
Johannes Døberen,undirected,Mattæus,4
Esajas,undirected,Johannes Døberen,16
Kristus,undirected,Mattæus,5
Johannes Døberen,undirected,Johannes Døberens,24
Johannes,undirected,Lucia,5
Erik,undirected,Ida,2
Astrid Lindgren,undirected,Erik,1
Astrid Lindgren,undirected,Lisbeth,5
Moses,undirected,Søren,1
Ham Jesus,undirected,Moses,7
Anna,undirected,Lukas,14
Anna,undirected,Maria,41
Kristus,undirected,Lukas,18
Lukas,undirected,Marias,7
Kristus,undirected,Marias,7
Kjeld Holm,undirected,Moses,2
Kristus,undirected,Moses,27
Jens Rosendal,undirected,Kristus,1
Herren,undirected,Jens Rosendal,3
Herren,undirected,Lisbeth Smedegaard Andersen,3
Jesus Kristus,undirected,Prædikeren,3
David,undirected,Ham Jesus,3
Jesus Kristus,undirected,Lucia,7
Johannes Døberen,undirected,Lucia,8
